   1.0001000165939331        3.7801144059344809E-002  -1.5378088471463054        1.4289264921953392E-003   3.7804924801020399E-002
   1.0045999665856362        3.7540099654057010E-002  -1.5304404083136962        1.4092590820365312E-003   3.7712782858087129E-002
   1.0090999165773393        3.7280397598939009E-002  -1.5230303656764552        1.3898280451349774E-003   3.7619646107059396E-002
   1.0135998665690424        3.7021953513127807E-002  -1.5156489251020624        1.3706250419281965E-003   3.7525447141031634E-002
   1.0180998165607456        3.6764762551029624E-002  -1.5082962796504724        1.3516477654335903E-003   3.7430198009102626E-002
   1.0225997665524487        3.6508819827401034E-002  -1.5009724414603598        1.3328939251896310E-003   3.7333910632605709E-002
   1.0270997165441518        3.6254120450499881E-002  -1.4936773908405132        1.3143612496393537E-003   3.7236596838265967E-002
   1.0315996665358549        3.6000659529797918E-002  -1.4864110981555914        1.2960474865804296E-003   3.7138268366010377E-002
   1.0360996165275580        3.5748432178717281E-002  -1.4791735293911292        1.2779504032363492E-003   3.7038936871830387E-002
   1.0405995665192611        3.5497433515876510E-002  -1.4719646480401809        1.2600677862140729E-003   3.6938613929167384E-002
   1.0450995165109642        3.5247658665774777E-002  -1.4647844158751748        1.2423974414189677E-003   3.6837311029744718E-002
   1.0495994665026673        3.4999102759229350E-002  -1.4576327933109618        1.2249371939510956E-003   3.6735039584159156E-002
   1.0540994164943704        3.4751760933691735E-002  -1.4505097395962050        1.2076848879924631E-003   3.6631810922356317E-002
   1.0585993664860736        3.4505628333498524E-002  -1.4434152129249209        1.1906383866895360E-003   3.6527636294045450E-002
   1.0630993164777767        3.4260700110084308E-002  -1.4363491705077513        1.1737955720331310E-003   3.6422526869080714E-002
   1.0675992664694798        3.4016971422170944E-002  -1.4293115686215303        1.1571543447367947E-003   3.6316493737822954E-002
   1.0720992164611829        3.3774437435941204E-002  -1.4223023626464817        1.1407126241143066E-003   3.6209547911489809E-002
   1.0765991664528860        3.3533093325201338E-002  -1.4153215070960075        1.1244683479566626E-003   3.6101700322498598E-002
   1.0810991164445891        3.3292934271535485E-002  -1.4083689556418417        1.1084194724087820E-003   3.5992961824804791E-002
   1.0855990664362922        3.3053955464453597E-002  -1.4014446611361802        1.0925639718460819E-003   3.5883343194237603E-002
   1.0900990164279953        3.2816152101534136E-002  -1.3945485756317595        1.0768998387510234E-003   3.5772855128833853E-002
   1.0945989664196984        3.2579519388562267E-002  -1.3876806504004924        1.0614250835897048E-003   3.5661508249170783E-002
   1.0990989164114016        3.2344052539664062E-002  -1.3808408359510451        1.0461377346885493E-003   3.5549313098698208E-002
   1.1035988664031047        3.2109746777437241E-002  -1.3740290820456142        1.0310358381111413E-003   3.5436280144070485E-002
   1.1080988163948078        3.1876597333078516E-002  -1.3672453377160723        1.0161174575352284E-003   3.5322419775478189E-002
